title,budget,runtime,original_language,release_date,revenue,genre
The Assassination of Jesse James by the Coward Robert Ford,30000000,160.0,en,2007-09-02,14711793,Action
1911,30000000,125.0,zh,2011-07-03,108348,Adventure
Little Nicholas,0,91.0,fr,2009-09-30,0,Comedy
Wild Card,30000000,92.0,en,2015-01-14,0,Thriller
Machine Gun Preacher,30000000,129.0,en,2011-09-23,2527904,Action
Animals United,0,93.0,de,2010-10-07,0,Animation
Goodbye Bafana,30000000,140.0,en,2007-02-11,0,
United Passions,27000000,110.0,en,2014-06-19,0,Drama
Grace of Monaco,30000000,103.0,en,2014-05-14,0,Romance
Savva. Heart of the Warrior,30000000,85.0,ru,2015-11-12,0,Fantasy
Ripley's Game,30000000,110.0,en,2002-09-02,0,Crime
Sausage Party,19000000,83.0,en,2016-07-11,140752617,Adventure
Pitch Perfect 2,29000000,115.0,en,2015-05-07,287506194,Comedy
Walk the Line,28000000,136.0,en,2005-09-13,186438883,Drama
Keeping the Faith,30000000,127.0,en,2000-04-14,37036004,Comedy
The Borrowers,29000000,86.0,en,1997-12-05,0,Adventure
Frost/Nixon,0,122.0,en,2008-10-15,0,Drama
Confessions of a Dangerous Mind,30000000,113.0,en,2002-12-30,33013805,Comedy
Serving Sara,29000000,100.0,en,2002-08-20,16930185,Comedy
The Boss,29000000,91.0,en,2016-04-07,78636257,Comedy
Cry Freedom,0,157.0,en,1987-11-05,0,Drama
Mumford,0,112.0,en,1999-09-24,0,Comedy
Seed of Chucky,12000000,87.0,en,2004-11-11,24829644,Drama
The Jacket,29000000,103.0,en,2005-03-04,21126225,Drama
Aladdin,28000000,90.0,en,1992-11-25,504050219,Animation
Straight Outta Compton,28000000,147.0,en,2015-08-13,201634991,Drama
Indiana Jones and the Temple of Doom,28000000,118.0,en,1984-05-23,333000000,Adventure
The Rugrats Movie,30000000,79.0,en,1998-11-20,100491683,Animation
Along Came a Spider,60000000,104.0,en,2001-04-06,105178561,Crime
Florence Foster Jenkins,29000000,110.0,en,2016-05-06,48902953,Comedy
Once Upon a Time in Mexico,29000000,102.0,en,2003-09-11,98185582,Action
Die Hard,28000000,131.0,en,1988-07-15,140767956,Action
Role Models,28000000,99.0,en,2008-02-03,92380927,Comedy
The Big Short,28000000,130.0,en,2015-12-11,133346506,Comedy
Taking Woodstock,0,120.0,en,2009-09-03,0,
Miracle,28000000,135.0,en,2004-02-06,64445708,Drama
Dawn of the Dead,28000000,101.0,en,2004-03-19,102356381,Fantasy
The Wedding Planner,35000000,103.0,en,2001-01-26,94728529,Comedy
Space Pirate Captain Harlock,30000000,115.0,ja,2013-09-07,17137302,Animation
The Royal Tenenbaums,21000000,110.0,en,2001-10-05,71441250,Comedy
Identity,30000000,90.0,en,2003-04-25,90259536,
Last Vegas,28000000,105.0,en,2013-10-31,134402450,Comedy
For Your Eyes Only,28000000,127.0,en,1981-06-23,195312802,Adventure
Serendipity,28000000,90.0,en,2001-10-05,77516304,Comedy
Timecop,27000000,99.0,en,1994-09-15,101646581,Thriller
Zoolander,28000000,89.0,en,2001-09-28,60780981,Comedy
Safe Haven,28000000,115.0,en,2013-02-07,97594140,Romance
Hocus Pocus,28000000,96.0,en,1993-07-16,39514713,Comedy
No Reservations,28000000,104.0,en,2007-07-25,92601050,Comedy
Kick-Ass,28000000,117.0,en,2010-03-22,96188903,Action
30 Minutes or Less,28000000,83.0,en,2011-08-11,40547440,Action
Dracula 2000,28000000,99.0,en,2000-12-22,33000337,Thriller
"Alexander and the Terrible, Horrible, No Good, Very Bad Day",28000000,81.0,en,2014-10-08,100654149,
Pride & Prejudice,28000000,135.0,en,2005-09-16,121147947,Drama
Blade Runner,28000000,117.0,en,1982-06-25,33139618,Science Fiction
Rob Roy,28000000,139.0,en,1995-04-13,31596911,Adventure
3 Days to Kill,28000000,113.0,en,2014-02-14,52597999,Action
We Own the Night,21000000,117.0,en,2007-05-25,54926886,Drama
Lost Souls,0,97.0,en,2000-10-13,0,Horror
Winged Migration,35866397,98.0,fr,2001-12-12,20217080,
Just My Luck,28000000,103.0,en,2006-05-12,38159905,Comedy
"Mystery, Alaska",28000000,119.0,en,1999-10-01,8888143,Drama
The Spy Next Door,28000000,94.0,en,2010-01-15,45236543,Action
A Simple Wish,28000000,86.0,en,1997-07-11,8345056,Adventure
Ghosts of Mars,28000000,98.0,en,2001-08-24,14010832,Action
Our Brand Is Crisis,28000000,108.0,en,2015-09-11,7002261,Comedy
Pride and Prejudice and Zombies,28000000,108.0,en,2016-02-04,16374328,Romance
Kundun,28000000,134.0,en,1997-12-25,5684789,Drama
How to Lose Friends & Alienate People,27000000,110.0,en,2008-10-02,17286299,Comedy
Kick-Ass 2,28000000,103.0,en,2013-07-17,60700000,Action
Alatriste,24000000,145.0,es,2006-09-01,23321954,Action
Brick Mansions,28000000,90.0,en,2014-04-22,68896829,Action
Octopussy,27500000,131.0,en,1983-06-05,187500000,Adventure
Knocked Up,30000000,129.0,en,2007-06-01,219076518,Comedy
My Sister's Keeper,30000000,109.0,en,2009-06-26,95714875,Drama
Welcome Home Roscoe Jenkins,35000000,114.0,en,2008-02-08,43650785,Comedy
A Passage to India,8000000,163.0,en,1984-12-14,27187653,Drama
Notes on a Scandal,15000000,92.0,en,2006-12-25,49469904,Drama
Rendition,27500000,120.0,en,2007-09-07,24748670,Drama
Star Trek VI: The Undiscovered Country,27000000,113.0,en,1991-12-05,96900000,Science Fiction
Divine Secrets of the Ya-Ya Sisterhood,27000000,116.0,en,2002-06-07,0,Comedy
Kiss the Girls,27000000,115.0,en,1997-10-03,60527873,Drama
The Blues Brothers,27000000,133.0,en,1980-06-17,115229890,
The Sisterhood of the Traveling Pants 2,27000000,117.0,en,2008-08-06,44352417,Adventure
Joyful Noise,0,117.0,en,2012-01-13,0,Comedy
About a Boy,27000000,101.0,en,2002-04-26,129000000,Drama
Lake Placid,27000000,82.0,en,1999-07-15,56870414,Horror
Lucky Number Slevin,27000000,110.0,en,2006-02-24,56308881,Drama
The Right Stuff,27000000,193.0,en,1983-10-20,21500000,Drama
Anonymous,30000000,130.0,en,2011-10-21,15395087,Drama
The NeverEnding Story,27000000,102.0,en,1984-04-05,20158808,Drama
Dark City,27000000,100.0,en,1998-02-27,27200316,
The Duchess,0,110.0,en,2008-09-05,0,Drama
Return to Oz,25000000,109.0,en,1985-06-21,11137801,Adventure
The Newton Boys,27000000,113.0,en,1998-03-26,76000000,Crime
Case 39,27000000,109.0,en,2009-08-13,29000000,Horror
Suspect Zero,27000000,99.0,en,2004-08-27,13000000,Crime
Martian Child,0,106.0,en,2007-11-02,0,Drama
Spy Kids: All the Time in the World,27000000,89.0,en,2011-08-18,85564310,
Money Monster,27000000,98.0,en,2016-05-12,93282604,Thriller
The 51st State,28,93.0,en,2001-12-07,14,Thriller
Flawless,0,112.0,en,1999-11-26,4488529,Comedy
Mindhunters,27000000,106.0,en,2004-05-07,21148829,
What Just Happened,25000000,104.0,en,2008-10-17,6673422,Comedy
The Statement,0,120.0,en,2003-12-12,0,Drama
The Magic Flute,0,133.0,en,2006-09-07,0,Comedy
Paul Blart: Mall Cop,26000000,91.0,en,2009-01-15,183293131,Action
Freaky Friday,26000000,97.0,en,2003-08-03,110230332,Comedy
The 40 Year Old Virgin,26000000,116.0,en,2005-08-11,109449237,Comedy
Shakespeare in Love,25000000,122.0,en,1998-12-11,289317794,Romance
A Walk Among the Tombstones,28000000,113.0,en,2014-09-18,53181600,Crime
Kindergarten Cop,15000000,111.0,en,1990-12-21,201957688,Comedy
Pineapple Express,27000000,111.0,en,2008-08-06,101624843,Action
Ever After: A Cinderella Story,26000000,121.0,en,1998-07-31,65705772,Drama
Open Range,22000000,139.0,en,2003-08-29,68296293,
Flatliners,26000000,115.0,en,1990-08-09,61489265,Drama
A Bridge Too Far,22000000,175.0,en,1977-06-15,50750000,Drama
Red Eye,26000000,85.0,en,2005-08-04,57891803,Horror
Final Destination 2,26000000,90.0,en,2003-01-31,90426405,Horror
"O Brother, Where Art Thou?",26000000,106.0,en,2000-08-30,71868327,Action
Legion,26000000,100.0,en,2010-01-21,67918658,Horror
Pain & Gain,25000000,130.0,en,2013-04-18,86175291,Thriller
In Good Company,0,109.0,en,2004-12-29,0,Comedy
Clockstoppers,26000000,94.0,en,2002-03-17,38793283,Adventure
Silverado,26000000,127.0,en,1985-07-10,0,Action
Brothers,26000000,104.0,en,2009-01-27,43318349,Drama
Agent Cody Banks 2: Destination London,26000000,100.0,en,2004-12-03,28818995,Comedy
New Year's Eve,56000000,118.0,en,2011-12-08,142044638,Comedy
Original Sin,42000000,118.0,en,2001-08-03,35402320,Drama
The Raven,26000000,111.0,en,2012-03-09,29657751,Crime
Welcome to Mooseport,30000000,110.0,en,2004-02-24,14000000,Comedy
Highlander: The Final Dimension,26000000,99.0,en,1994-11-29,36800000,Action
Blood and Wine,26000000,101.0,en,1996-10-03,0,Crime
Snow White: A Tale of Terror,26000000,100.0,en,1997-07-18,0,Fantasy
The Curse of the Jade Scorpion,0,103.0,en,2001-08-05,0,Comedy
Accidental Love,26000000,100.0,en,2015-02-10,0,Romance
Flipper,25530000,95.0,en,1996-05-17,20080020,Adventure
Self/less,26000000,116.0,en,2015-07-10,30523226,Science Fiction
The Constant Gardener,25000000,129.0,en,2005-08-31,82466670,Drama
The Passion of the Christ,30000000,127.0,en,2004-02-25,611899420,Drama
Mrs. Doubtfire,25000000,125.0,en,1993-11-24,441286195,Comedy
Rain Man,25000000,133.0,en,1988-12-11,412800000,Drama
Gran Torino,33000000,116.0,en,2008-12-09,269958228,Drama
W.,25100000,131.0,en,2008-10-17,29506464,Drama
Taken,25000000,93.0,en,2008-02-18,226830568,Action
The Best of Me,26000000,117.0,en,2014-10-16,35926213,Drama
The Bodyguard,25000000,129.0,en,1992-11-25,411006740,Thriller
Schindler's List,22000000,195.0,en,1993-11-29,321365567,Drama
The Help,25000000,146.0,en,2011-08-09,124272124,Drama
The Fifth Estate,28000000,128.0,en,2013-10-11,8555008,Drama
Scooby-Doo 2: Monsters Unleashed,0,93.0,en,2004-03-24,181466833,
Forbidden Kingdom,26000000,127.0,ru,2014-01-30,0,Thriller
Freddy vs. Jason,30000000,97.0,en,2003-08-15,114908830,Horror
The Face of an Angel,0,100.0,en,2014-09-06,0,Thriller
Jimmy Neutron: Boy Genius,25000000,83.0,en,2001-12-21,80936232,Action
Cloverfield,25000000,85.0,en,2008-01-15,170764026,Action
Teenage Mutant Ninja Turtles II: The Secret of the Ooze,25000000,88.0,en,1991-03-22,78000000,Science Fiction
The Untouchables,25000000,119.0,en,1987-06-02,76270454,Crime
No Country for Old Men,25000000,122.0,en,2007-11-08,171600000,Crime
Ride Along,25000000,99.0,en,2014-01-07,153997819,Action
Bridget Jones's Diary,25000000,97.0,en,2001-04-13,281929795,Comedy
Chocolat,25000000,121.0,en,2000-12-14,152500343,Comedy
"Legally Blonde 2: Red, White & Blonde",45000000,95.0,en,2003-07-02,124914842,Comedy
Parental Guidance,25000000,104.0,en,2012-12-25,119772232,Comedy
No Strings Attached,25000000,107.0,en,2011-01-21,147780440,Comedy
Tombstone,25000000,130.0,en,1993-12-25,56505065,Action
Romeo Must Die,25000000,115.0,en,2000-03-20,91036760,Action
The Omen,2800000,111.0,en,1976-06-06,60922980,Horror
Final Destination 3,25000000,93.0,en,2006-02-10,117719158,Horror
The Lucky One,25000000,101.0,en,2012-04-19,99357138,Drama
Bridge to Terabithia,60000000,96.0,en,2007-02-16,137587063,Adventure
Finding Neverland,25000000,106.0,en,2004-10-17,116766556,Drama
A Madea Christmas,0,100.0,en,2013-12-13,0,Comedy
The Grey,25000000,117.0,en,2012-01-26,77278331,Action
Hide and Seek,25000000,101.0,en,2005-01-27,122644820,Horror
Anchorman: The Legend of Ron Burgundy,26000000,94.0,en,2004-07-09,90574188,Comedy
GoodFellas,25000000,145.0,en,1990-09-12,46836394,Drama
Agent Cody Banks,28000000,102.0,en,2003-03-14,58795814,Action
Nanny McPhee,25000000,97.0,en,2005-10-21,122489822,Fantasy
Scarface,25000000,170.0,en,1983-12-08,65884703,Action
Nothing to Lose,25000000,97.0,en,1997-07-18,0,Action
The Last Emperor,23000000,163.0,en,1987-10-21,43984230,Drama
Contraband,25000000,109.0,en,2012-01-12,63100000,Thriller
Money Talks,0,97.0,en,1997-08-22,0,Action
There Will Be Blood,25000000,158.0,en,2007-12-28,77208711,Drama
The Wild Thornberrys Movie,35000000,85.0,en,2002-12-20,0,Animation
Rugrats Go Wild,0,84.0,en,2003-06-13,0,Animation
Undercover Brother,25000000,86.0,en,2002-05-31,41604473,Action
The Sisterhood of the Traveling Pants,25000000,119.0,en,2005-06-01,39053061,Drama
Kiss of the Dragon,25000000,98.0,en,2001-07-06,64437847,Action
The House Bunny,25000000,97.0,en,2008-08-22,70442940,Romance
Beauty Shop,25000000,105.0,en,2005-06-02,36351350,Comedy
Million Dollar Arm,25000000,124.0,en,2014-05-09,38307627,Drama
The Giver,25000000,94.0,en,2014-08-11,66980456,Drama
What a Girl Wants,0,105.0,en,2003-03-27,0,Comedy
Jeepers Creepers 2,17000000,104.0,en,2003-08-08,63102666,Horror
Good Luck Chuck,25000000,101.0,en,2007-09-21,59192128,Comedy
Cradle 2 the Grave,25000000,101.0,en,2003-02-28,56489558,Action
The Hours,25000000,114.0,en,2002-12-27,41597830,Drama
She's the Man,20000000,105.0,en,2006-03-17,33889159,Comedy
Mr. Bean's Holiday,25000000,90.0,en,2007-03-22,229736344,
Anacondas: The Hunt for the Blood Orchid,20000000,97.0,en,2004-08-26,70992898,Adventure
Blood Ties,25500000,128.0,en,2013-08-22,2415472,Thriller
August Rush,25000000,114.0,en,2007-11-21,66122026,Drama
Elizabeth,30000000,124.0,en,1998-09-13,82150642,Drama
Bride of Chucky,25000000,89.0,en,1998-10-16,50671850,Horror
Tora! Tora! Tora!,25485000,144.0,en,1970-01-26,29548291,
Spice World,25000000,93.0,en,1997-12-19,100000000,Adventure
The Sitter,25000000,81.0,en,2011-12-09,34942188,Comedy
Dance Flick,0,83.0,en,2009-05-22,0,Action
The Shawshank Redemption,25000000,142.0,en,1994-09-23,28341469,Drama
Crocodile Dundee in Los Angeles,21150000,92.0,en,2001-04-12,39438674,Adventure
Kingpin,27000000,113.0,en,1996-07-04,25023434,Comedy
The Gambler,25000000,111.0,en,2014-12-25,39171130,Thriller
August: Osage County,25000000,121.0,en,2013-12-26,74188937,Comedy
Ice Princess,25000000,98.0,en,2005-03-17,27645491,Drama
A Lot Like Love,30000000,107.0,en,2005-04-22,42886719,Comedy
Eddie the Eagle,23000000,106.0,en,2016-02-26,46152800,Comedy
He Got Game,25000000,136.0,en,1998-05-01,21567853,Drama
Don Juan DeMarco,25000000,97.0,en,1994-10-01,22200000,Romance
Dear John,25000000,115.0,en,2010-02-04,114977104,Drama
The Losers,25000000,97.0,en,2010-04-23,23580000,Action
Don't Be Afraid of the Dark,25000000,99.0,en,2010-11-06,36993168,Fantasy
War,25000000,103.0,en,2007-08-24,40452643,Action
Punch-Drunk Love,25000000,95.0,en,2002-10-25,17000000,Comedy
EuroTrip,25000000,93.0,en,2004-02-20,20796847,Comedy
Half Past Dead,13000000,98.0,en,2002-11-15,0,Crime
Unaccompanied Minors,26000000,90.0,en,2006-12-08,0,Comedy
"Bright Lights, Big City",0,107.0,en,1988-04-01,0,Drama
The Adventures of Pinocchio,0,90.0,en,1996-07-26,0,Animation
The Greatest Game Ever Played,25000000,120.0,en,2005-09-30,15431177,Drama
The Box,30000000,115.0,en,2009-09-17,33333531,Thriller
The Ruins,8000000,91.0,en,2008-04-02,0,Drama
The Next Best Thing,25000000,108.0,en,2000-03-03,24362772,Comedy
My Soul to Take,25000000,107.0,en,2010-10-08,19829957,Drama
The Girl Next Door,25000000,108.0,en,2004-04-09,30411183,Comedy
Maximum Risk,25000000,100.0,en,1996-09-13,51702483,Action
Stealing Harvard,0,85.0,en,2002-09-13,0,Action
Legend,25000000,131.0,en,2015-09-09,42972994,Crime
Hot Rod,0,88.0,en,2007-08-03,14334401,Action
Shark Night,28000000,91.0,en,2011-09-02,10126458,Horror
Angela's Ashes,25,145.0,en,1999-12-25,13,Drama
Draft Day,25000000,109.0,en,2014-04-11,28831145,Drama
Lifeforce,25000000,116.0,en,1985-06-20,0,Fantasy
The Conspirator,25000000,122.0,en,2010-09-10,15478800,Crime
Lords of Dogtown,25000000,107.0,en,2005-06-03,13411957,Drama
The 33,25000000,120.0,en,2015-08-06,24902723,Drama
Big Trouble in Little China,25000000,99.0,en,1986-05-30,11000000,Action
Fly Me to the Moon,0,104.0,fr,2012-10-29,0,Comedy
Warrior,25000000,140.0,en,2011-09-09,23057115,Action
Michael Collins,28000000,132.0,en,1996-10-25,16900000,Drama
Gettysburg,0,254.0,en,1993-10-08,25000000,
Stop-Loss,25000000,113.0,en,2008-03-28,11207130,Drama
Abandon,25000000,99.0,en,2002-10-14,10719357,Drama
Brokedown Palace,25000000,100.0,en,1999-08-13,13000000,Drama
The Possession,14000000,92.0,en,2012-08-30,85446075,Horror
Mrs. Winterbourne,25000000,105.0,en,1996-04-19,10070000,Comedy
Straw Dogs,25000000,110.0,en,2011-09-16,10324441,Drama
The Hoax,25000000,116.0,en,2006-10-14,11772461,Comedy
Stone Cold,0,92.0,en,1991-05-17,0,Action
The Road,32000000,111.0,en,2009-11-25,27635305,Adventure
Sheena,25000000,117.0,en,1984-08-17,5778353,Action
Underclassman,0,95.0,en,2005-09-02,0,Action
Say It Isn't So,25000000,95.0,en,2001-03-12,0,Comedy
The World's Fastest Indian,25000000,127.0,en,2005-10-12,0,Drama
Tank Girl,25000000,98.0,en,1995-03-31,4064495,Action
King's Ransom,0,95.0,en,2005-04-22,0,Comedy
Blindness,25000000,121.0,en,2008-05-14,19844979,Drama
BloodRayne,25000000,95.0,en,2005-10-22,2405420,Action
Carnage,25000000,80.0,en,2011-09-16,27603069,Comedy
Where the Truth Lies,25000000,107.0,en,2005-10-07,0,Drama
Cirque du Soleil: Worlds Away,0,91.0,en,2012-11-09,34153101,Fantasy
Without Limits,25000000,117.0,en,1998-09-11,777423,Drama
Me and Orson Welles,25000000,114.0,en,2009-11-25,2336172,Comedy
The Best Offer,13500000,124.0,en,2013-01-01,19255873,Drama
The Bad Lieutenant: Port of Call - New Orleans,25000000,122.0,en,2009-09-11,10589102,Drama
A Turtle's Tale: Sammy's Adventures,0,88.0,en,2010-08-03,0,Animation
Little White Lies,25000000,154.0,fr,2010-10-20,48531470,Comedy
Love Ranch,0,117.0,en,2010-06-30,0,Drama
The True Story of Puss 'n Boots,0,82.0,fr,2009-04-01,0,
Space Dogs,25000000,85.0,ru,2010-03-18,6500000,
The Counselor,25000000,117.0,en,2013-10-25,71009334,Thriller
Ironclad,25000000,121.0,en,2011-03-03,0,Romance
Waterloo,25000000,128.0,en,1970-10-26,3052000,
Kung Fu Jungle,25000000,100.0,cn,2014-10-31,0,Crime
Red Sky,25000000,100.0,en,2014-03-12,0,Action
Dangerous Liaisons,14000000,119.0,en,1988-12-16,34670720,Drama
On the Road,25000000,137.0,en,2012-05-22,8784318,Adventure
Star Trek IV: The Voyage Home,24000000,119.0,en,1986-11-25,133000000,Science Fiction
Rocky Balboa,24000000,102.0,en,2006-12-20,155721132,Drama
Scream 2,24000000,120.0,en,1997-12-09,172363301,Horror
Jane Got a Gun,25000000,98.0,en,2016-01-01,1397284,Action
Think Like a Man Too,24000000,105.0,en,2014-06-20,70181428,Comedy
The Whole Nine Yards,41300000,98.0,en,2000-02-18,106371651,Comedy
Footloose,8200000,107.0,en,1984-02-17,80035402,Drama
Old School,24000000,91.0,en,2003-02-21,87055349,Comedy
The Fisher King,24000000,137.0,en,1991-09-09,41895491,Comedy
I Still Know What You Did Last Summer,65000000,100.0,en,1998-11-13,40002112,Horror
Return to Me,24000000,115.0,en,2000-04-07,36609995,Romance
Zack and Miri Make a Porno,24000000,102.0,en,2008-09-18,42105111,Comedy
Nurse Betty,24000000,108.0,en,2000-09-08,0,Comedy
The Men Who Stare at Goats,24000000,93.0,en,2009-10-17,68729358,Comedy
Double Take,0,88.0,en,2001-01-12,0,Adventure
"Girl, Interrupted",40000000,127.0,en,1999-12-21,0,Drama
Win a Date with Tad Hamilton!,17000000,95.0,en,2004-01-23,16980098,Comedy
Muppets from Space,24000000,87.0,en,1999-07-14,16290976,Fantasy
The Wiz,24000000,134.0,en,1978-10-24,21049053,Adventure
Ready to Rumble,24000000,107.0,en,2000-04-07,12372410,Action
Play It to the Bone,24000000,124.0,en,1999-12-25,8434146,Comedy
I Don't Know How She Does It,24000000,89.0,en,2011-09-16,30551495,Romance
Piranha 3D,24000000,88.0,en,2010-08-20,83188165,Comedy
Beyond the Sea,23000000,118.0,en,2004-12-17,0,Drama
Meet the Deedles,24000000,93.0,en,1998-03-27,4562146,Animation
The Thief and the Cobbler,28000000,72.0,en,1993-09-23,669276,Adventure
The Bridge of San Luis Rey,0,120.0,en,2004-01-01,0,Romance
Faster,24000000,98.0,en,2010-11-23,23081726,Crime
Howl's Moving Castle,24000000,119.0,ja,2004-11-19,234710455,Fantasy
Zombieland,23600000,88.0,en,2009-10-07,102391382,Comedy
The Waterboy,23000000,90.0,en,1998-11-06,185991646,Comedy
The Empire Strikes Back,18000000,124.0,en,1980-05-17,538400000,Adventure
Bad Boys,19000000,118.0,en,1995-04-07,141407024,Action
The Naked Gun 2½: The Smell of Fear,23000000,85.0,en,1991-06-28,86930411,Comedy
Final Destination,23000000,98.0,en,2000-03-16,53302314,Horror
The Ides of March,12500000,101.0,en,2011-09-24,75993061,Drama
Pitch Black,23000000,108.0,en,2000-02-18,53187659,Thriller
Someone Like You...,23000000,97.0,en,2001-03-30,0,Comedy
Her,23000000,126.0,en,2013-12-18,47351251,Romance
Joy Ride,23000000,97.0,en,2001-10-05,36642838,
The Adventurer: The Curse of the Midas Box,25000000,99.0,en,2013-12-05,6399,Fantasy
