,title,genre,budget,runtime,year,month,revenue
1754,The Sisterhood of the Traveling Pants 2,Adventure,27000000,117.0,2008,8,44352417
1755,Joyful Noise,Comedy,0,117.0,2012,1,0
1756,About a Boy,Drama,27000000,101.0,2002,4,129000000
1757,Lake Placid,Horror,27000000,82.0,1999,7,56870414
1758,Lucky Number Slevin,Drama,27000000,110.0,2006,2,56308881
1759,The Right Stuff,Drama,27000000,193.0,1983,10,21500000
1760,Anonymous,Drama,30000000,130.0,2011,10,15395087
1761,The NeverEnding Story,Drama,27000000,102.0,1984,4,20158808
1762,Dark City,,27000000,100.0,1998,2,27200316
1763,The Duchess,Drama,0,110.0,2008,9,0
1764,Return to Oz,Adventure,25000000,109.0,1985,6,11137801
1765,The Newton Boys,Crime,27000000,113.0,1998,3,76000000
1766,Case 39,Horror,27000000,109.0,2009,8,29000000
1767,Suspect Zero,Crime,27000000,99.0,2004,8,13000000
1768,Martian Child,Drama,0,106.0,2007,11,0
1769,Spy Kids: All the Time in the World,,27000000,89.0,2011,8,85564310
1770,Money Monster,Thriller,27000000,98.0,2016,5,93282604
1771,The 51st State,Thriller,28,93.0,2001,12,14
1772,Flawless,Comedy,0,112.0,1999,11,4488529
1773,Mindhunters,,27000000,106.0,2004,5,21148829
1774,What Just Happened,Comedy,25000000,104.0,2008,10,6673422
1775,The Statement,Drama,0,120.0,2003,12,0
1776,The Magic Flute,Comedy,0,133.0,2006,9,0
1777,Paul Blart: Mall Cop,Action,26000000,91.0,2009,1,183293131
1778,Freaky Friday,Comedy,26000000,97.0,2003,8,110230332
1779,The 40 Year Old Virgin,Comedy,26000000,116.0,2005,8,109449237
1780,Shakespeare in Love,Romance,25000000,122.0,1998,12,289317794
1781,A Walk Among the Tombstones,Crime,28000000,113.0,2014,9,53181600
1782,Kindergarten Cop,Comedy,15000000,111.0,1990,12,201957688
1783,Pineapple Express,Action,27000000,111.0,2008,8,101624843
1784,Ever After: A Cinderella Story,Drama,26000000,121.0,1998,7,65705772
1785,Open Range,,22000000,139.0,2003,8,68296293
1786,Flatliners,Drama,26000000,115.0,1990,8,61489265
1787,A Bridge Too Far,Drama,22000000,175.0,1977,6,50750000
1788,Red Eye,Horror,26000000,85.0,2005,8,57891803
1789,Final Destination 2,Horror,26000000,90.0,2003,1,90426405
1790,"O Brother, Where Art Thou?",Action,26000000,106.0,2000,8,71868327
1791,Legion,Horror,26000000,100.0,2010,1,67918658
1792,Pain & Gain,Thriller,25000000,130.0,2013,4,86175291
1793,In Good Company,Comedy,0,109.0,2004,12,0
1794,Clockstoppers,Adventure,26000000,94.0,2002,3,38793283
1795,Silverado,Action,26000000,127.0,1985,7,0
1796,Brothers,Drama,26000000,104.0,2009,1,43318349
1797,Agent Cody Banks 2: Destination London,Comedy,26000000,100.0,2004,12,28818995
1798,New Year's Eve,Comedy,56000000,118.0,2011,12,142044638
1799,Original Sin,Drama,42000000,118.0,2001,8,35402320
1800,The Raven,Crime,26000000,111.0,2012,3,29657751
1801,Welcome to Mooseport,Comedy,30000000,110.0,2004,2,14000000
1802,Highlander: The Final Dimension,Action,26000000,99.0,1994,11,36800000
1803,Blood and Wine,Crime,26000000,101.0,1996,10,0
1804,Snow White: A Tale of Terror,Fantasy,26000000,100.0,1997,7,0
1805,The Curse of the Jade Scorpion,Comedy,0,103.0,2001,8,0
1806,Accidental Love,Romance,26000000,100.0,2015,2,0
1807,Flipper,Adventure,25530000,95.0,1996,5,20080020
1808,Self/less,Science Fiction,26000000,116.0,2015,7,30523226
1809,The Constant Gardener,Drama,25000000,129.0,2005,8,82466670
1810,The Passion of the Christ,Drama,30000000,127.0,2004,2,611899420
1811,Mrs. Doubtfire,Comedy,25000000,125.0,1993,11,441286195
1812,Rain Man,Drama,25000000,133.0,1988,12,412800000
1813,Gran Torino,Drama,33000000,116.0,2008,12,269958228
1814,W.,Drama,25100000,131.0,2008,10,29506464
1815,Taken,Action,25000000,93.0,2008,2,226830568
1816,The Best of Me,Drama,26000000,117.0,2014,10,35926213
1817,The Bodyguard,Thriller,25000000,129.0,1992,11,411006740
1818,Schindler's List,Drama,22000000,195.0,1993,11,321365567
1819,The Help,Drama,25000000,146.0,2011,8,124272124
1820,The Fifth Estate,Drama,28000000,128.0,2013,10,8555008
1821,Scooby-Doo 2: Monsters Unleashed,,0,93.0,2004,3,181466833
1822,Forbidden Kingdom,Thriller,26000000,127.0,2014,1,0
1823,Freddy vs. Jason,Horror,30000000,97.0,2003,8,114908830
1824,The Face of an Angel,Thriller,0,100.0,2014,9,0
1825,Jimmy Neutron: Boy Genius,Action,25000000,83.0,2001,12,80936232
1826,Cloverfield,Action,25000000,85.0,2008,1,170764026
1827,Teenage Mutant Ninja Turtles II: The Secret of the Ooze,Science Fiction,25000000,88.0,1991,3,78000000
1828,The Untouchables,Crime,25000000,119.0,1987,6,76270454
1829,No Country for Old Men,Crime,25000000,122.0,2007,11,171600000
1830,Ride Along,Action,25000000,99.0,2014,1,153997819
1831,Bridget Jones's Diary,Comedy,25000000,97.0,2001,4,281929795
1832,Chocolat,Comedy,25000000,121.0,2000,12,152500343
1833,"Legally Blonde 2: Red, White & Blonde",Comedy,45000000,95.0,2003,7,124914842
1834,Parental Guidance,Comedy,25000000,104.0,2012,12,119772232
1835,No Strings Attached,Comedy,25000000,107.0,2011,1,147780440
1836,Tombstone,Action,25000000,130.0,1993,12,56505065
1837,Romeo Must Die,Action,25000000,115.0,2000,3,91036760
1838,The Omen,Horror,2800000,111.0,1976,6,60922980
1839,Final Destination 3,Horror,25000000,93.0,2006,2,117719158
1840,The Lucky One,Drama,25000000,101.0,2012,4,99357138
1841,Bridge to Terabithia,Adventure,60000000,96.0,2007,2,137587063
1842,Finding Neverland,Drama,25000000,106.0,2004,10,116766556
1843,A Madea Christmas,Comedy,0,100.0,2013,12,0
1844,The Grey,Action,25000000,117.0,2012,1,77278331
1845,Hide and Seek,Horror,25000000,101.0,2005,1,122644820
1846,Anchorman: The Legend of Ron Burgundy,Comedy,26000000,94.0,2004,7,90574188
1847,GoodFellas,Drama,25000000,145.0,1990,9,46836394
1848,Agent Cody Banks,Action,28000000,102.0,2003,3,58795814
1849,Nanny McPhee,Fantasy,25000000,97.0,2005,10,122489822
1850,Scarface,Action,25000000,170.0,1983,12,65884703
1851,Nothing to Lose,Action,25000000,97.0,1997,7,0
1852,The Last Emperor,Drama,23000000,163.0,1987,10,43984230
1853,Contraband,Thriller,25000000,109.0,2012,1,63100000
1854,Money Talks,Action,0,97.0,1997,8,0
1855,There Will Be Blood,Drama,25000000,158.0,2007,12,77208711
1856,The Wild Thornberrys Movie,Animation,35000000,85.0,2002,12,0
1857,Rugrats Go Wild,Animation,0,84.0,2003,6,0
1858,Undercover Brother,Action,25000000,86.0,2002,5,41604473
1859,The Sisterhood of the Traveling Pants,Drama,25000000,119.0,2005,6,39053061
1860,Kiss of the Dragon,Action,25000000,98.0,2001,7,64437847
1861,The House Bunny,Romance,25000000,97.0,2008,8,70442940
1862,Beauty Shop,Comedy,25000000,105.0,2005,6,36351350
1863,Million Dollar Arm,Drama,25000000,124.0,2014,5,38307627
1864,The Giver,Drama,25000000,94.0,2014,8,66980456
1865,What a Girl Wants,Comedy,0,105.0,2003,3,0
1866,Jeepers Creepers 2,Horror,17000000,104.0,2003,8,63102666
1867,Good Luck Chuck,Comedy,25000000,101.0,2007,9,59192128
1868,Cradle 2 the Grave,Action,25000000,101.0,2003,2,56489558
1869,The Hours,Drama,25000000,114.0,2002,12,41597830
1870,She's the Man,Comedy,20000000,105.0,2006,3,33889159
1871,Mr. Bean's Holiday,,25000000,90.0,2007,3,229736344
1872,Anacondas: The Hunt for the Blood Orchid,Adventure,20000000,97.0,2004,8,70992898
1873,Blood Ties,Thriller,25500000,128.0,2013,8,2415472
1874,August Rush,Drama,25000000,114.0,2007,11,66122026
1875,Elizabeth,Drama,30000000,124.0,1998,9,82150642
1876,Bride of Chucky,Horror,25000000,89.0,1998,10,50671850
1877,Tora! Tora! Tora!,,25485000,144.0,1970,1,29548291
1878,Spice World,Adventure,25000000,93.0,1997,12,100000000
1879,The Sitter,Comedy,25000000,81.0,2011,12,34942188
1880,Dance Flick,Action,0,83.0,2009,5,0
1881,The Shawshank Redemption,Drama,25000000,142.0,1994,9,28341469
1882,Crocodile Dundee in Los Angeles,Adventure,21150000,92.0,2001,4,39438674
1883,Kingpin,Comedy,27000000,113.0,1996,7,25023434
1884,The Gambler,Thriller,25000000,111.0,2014,12,39171130
1885,August: Osage County,Comedy,25000000,121.0,2013,12,74188937
1886,Ice Princess,Drama,25000000,98.0,2005,3,27645491
1887,A Lot Like Love,Comedy,30000000,107.0,2005,4,42886719
1888,Eddie the Eagle,Comedy,23000000,106.0,2016,2,46152800
1889,He Got Game,Drama,25000000,136.0,1998,5,21567853
1890,Don Juan DeMarco,Romance,25000000,97.0,1994,10,22200000
1891,Dear John,Drama,25000000,115.0,2010,2,114977104
1892,The Losers,Action,25000000,97.0,2010,4,23580000
1893,Don't Be Afraid of the Dark,Fantasy,25000000,99.0,2010,11,36993168
1894,War,Action,25000000,103.0,2007,8,40452643
1895,Punch-Drunk Love,Comedy,25000000,95.0,2002,10,17000000
1896,EuroTrip,Comedy,25000000,93.0,2004,2,20796847
1897,Half Past Dead,Crime,13000000,98.0,2002,11,0
1898,Unaccompanied Minors,Comedy,26000000,90.0,2006,12,0
1899,"Bright Lights, Big City",Drama,0,107.0,1988,4,0
1900,The Adventures of Pinocchio,Animation,0,90.0,1996,7,0
1901,The Greatest Game Ever Played,Drama,25000000,120.0,2005,9,15431177
1902,The Box,Thriller,30000000,115.0,2009,9,33333531
1903,The Ruins,Drama,8000000,91.0,2008,4,0
1904,The Next Best Thing,Comedy,25000000,108.0,2000,3,24362772
1905,My Soul to Take,Drama,25000000,107.0,2010,10,19829957
1906,The Girl Next Door,Comedy,25000000,108.0,2004,4,30411183
1907,Maximum Risk,Action,25000000,100.0,1996,9,51702483
1908,Stealing Harvard,Action,0,85.0,2002,9,0
1909,Legend,Crime,25000000,131.0,2015,9,42972994
1910,Hot Rod,Action,0,88.0,2007,8,14334401
1911,Shark Night,Horror,28000000,91.0,2011,9,10126458
1912,Angela's Ashes,Drama,25,145.0,1999,12,13
1913,Draft Day,Drama,25000000,109.0,2014,4,28831145
1914,Lifeforce,Fantasy,25000000,116.0,1985,6,0
1915,The Conspirator,Crime,25000000,122.0,2010,9,15478800
1916,Lords of Dogtown,Drama,25000000,107.0,2005,6,13411957
1917,The 33,Drama,25000000,120.0,2015,8,24902723
1918,Big Trouble in Little China,Action,25000000,99.0,1986,5,11000000
1919,Fly Me to the Moon,Comedy,0,104.0,2012,10,0
1920,Warrior,Action,25000000,140.0,2011,9,23057115
1921,Michael Collins,Drama,28000000,132.0,1996,10,16900000
1922,Gettysburg,,0,254.0,1993,10,25000000
1923,Stop-Loss,Drama,25000000,113.0,2008,3,11207130
1924,Abandon,Drama,25000000,99.0,2002,10,10719357
1925,Brokedown Palace,Drama,25000000,100.0,1999,8,13000000
1926,The Possession,Horror,14000000,92.0,2012,8,85446075
1927,Mrs. Winterbourne,Comedy,25000000,105.0,1996,4,10070000
1928,Straw Dogs,Drama,25000000,110.0,2011,9,10324441
1929,The Hoax,Comedy,25000000,116.0,2006,10,11772461
1930,Stone Cold,Action,0,92.0,1991,5,0
1931,The Road,Adventure,32000000,111.0,2009,11,27635305
1932,Sheena,Action,25000000,117.0,1984,8,5778353
1933,Underclassman,Action,0,95.0,2005,9,0
1934,Say It Isn't So,Comedy,25000000,95.0,2001,3,0
1935,The World's Fastest Indian,Drama,25000000,127.0,2005,10,0
1936,Tank Girl,Action,25000000,98.0,1995,3,4064495
1937,King's Ransom,Comedy,0,95.0,2005,4,0
1938,Blindness,Drama,25000000,121.0,2008,5,19844979
1939,BloodRayne,Action,25000000,95.0,2005,10,2405420
1940,Carnage,Comedy,25000000,80.0,2011,9,27603069
1941,Where the Truth Lies,Drama,25000000,107.0,2005,10,0
1942,Cirque du Soleil: Worlds Away,Fantasy,0,91.0,2012,11,34153101
1943,Without Limits,Drama,25000000,117.0,1998,9,777423
1944,Me and Orson Welles,Comedy,25000000,114.0,2009,11,2336172
1945,The Best Offer,Drama,13500000,124.0,2013,1,19255873
1946,The Bad Lieutenant: Port of Call - New Orleans,Drama,25000000,122.0,2009,9,10589102
1947,A Turtle's Tale: Sammy's Adventures,Animation,0,88.0,2010,8,0
1948,Little White Lies,Comedy,25000000,154.0,2010,10,48531470
1949,Love Ranch,Drama,0,117.0,2010,6,0
1950,The True Story of Puss 'n Boots,,0,82.0,2009,4,0
1951,Space Dogs,,25000000,85.0,2010,3,6500000
1952,The Counselor,Thriller,25000000,117.0,2013,10,71009334
1953,Ironclad,Romance,25000000,121.0,2011,3,0
1954,Waterloo,,25000000,128.0,1970,10,3052000
1955,Kung Fu Jungle,Crime,25000000,100.0,2014,10,0
1956,Red Sky,Action,25000000,100.0,2014,3,0
1957,Dangerous Liaisons,Drama,14000000,119.0,1988,12,34670720
1958,On the Road,Adventure,25000000,137.0,2012,5,8784318
1959,Star Trek IV: The Voyage Home,Science Fiction,24000000,119.0,1986,11,133000000
1960,Rocky Balboa,Drama,24000000,102.0,2006,12,155721132
1961,Scream 2,Horror,24000000,120.0,1997,12,172363301
1962,Jane Got a Gun,Action,25000000,98.0,2016,1,1397284
1963,Think Like a Man Too,Comedy,24000000,105.0,2014,6,70181428
1964,The Whole Nine Yards,Comedy,41300000,98.0,2000,2,106371651
1965,Footloose,Drama,8200000,107.0,1984,2,80035402
1966,Old School,Comedy,24000000,91.0,2003,2,87055349
1967,The Fisher King,Comedy,24000000,137.0,1991,9,41895491
1968,I Still Know What You Did Last Summer,Horror,65000000,100.0,1998,11,40002112
1969,Return to Me,Romance,24000000,115.0,2000,4,36609995
1970,Zack and Miri Make a Porno,Comedy,24000000,102.0,2008,9,42105111
1971,Nurse Betty,Comedy,24000000,108.0,2000,9,0
1972,The Men Who Stare at Goats,Comedy,24000000,93.0,2009,10,68729358
1973,Double Take,Adventure,0,88.0,2001,1,0
1974,"Girl, Interrupted",Drama,40000000,127.0,1999,12,0
1975,Win a Date with Tad Hamilton!,Comedy,17000000,95.0,2004,1,16980098
1976,Muppets from Space,Fantasy,24000000,87.0,1999,7,16290976
1977,The Wiz,Adventure,24000000,134.0,1978,10,21049053
1978,Ready to Rumble,Action,24000000,107.0,2000,4,12372410
1979,Play It to the Bone,Comedy,24000000,124.0,1999,12,8434146
1980,I Don't Know How She Does It,Romance,24000000,89.0,2011,9,30551495
1981,Piranha 3D,Comedy,24000000,88.0,2010,8,83188165
1982,Beyond the Sea,Drama,23000000,118.0,2004,12,0
1983,Meet the Deedles,Animation,24000000,93.0,1998,3,4562146
1984,The Thief and the Cobbler,Adventure,28000000,72.0,1993,9,669276
1985,The Bridge of San Luis Rey,Romance,0,120.0,2004,1,0
1986,Faster,Crime,24000000,98.0,2010,11,23081726
1987,Howl's Moving Castle,Fantasy,24000000,119.0,2004,11,234710455
1988,Zombieland,Comedy,23600000,88.0,2009,10,102391382
1989,The Waterboy,Comedy,23000000,90.0,1998,11,185991646
1990,The Empire Strikes Back,Adventure,18000000,124.0,1980,5,538400000
1991,Bad Boys,Action,19000000,118.0,1995,4,141407024
1992,The Naked Gun 2½: The Smell of Fear,Comedy,23000000,85.0,1991,6,86930411
1993,Final Destination,Horror,23000000,98.0,2000,3,53302314
1994,The Ides of March,Drama,12500000,101.0,2011,9,75993061
1995,Pitch Black,Thriller,23000000,108.0,2000,2,53187659
1996,Someone Like You...,Comedy,23000000,97.0,2001,3,0
1997,Her,Romance,23000000,126.0,2013,12,47351251
1998,Joy Ride,,23000000,97.0,2001,10,36642838
1999,The Adventurer: The Curse of the Midas Box,Fantasy,25000000,99.0,2013,12,6399
